,Date,time,handle,tweet,compound,American,Delta,Southwest,United,tweets_clean1,hashtags,cluster_num
35481,2017-11-02,14:36:52,od2be,@AmericanAir What was stupid was that after the wait we literally drove entirely around the airport.  What the hell?,-0.8402,1.0,0.0,0.0,0.0,stupid wait literally drove entirely around airport hell,,2
35500,2017-11-02,14:17:27,earthmaderound,@AmericanAir is 0/2 in ever flying them. First they change my Xmas ticket by 2.5 hours. Now can’t check in online for business flt. Terrible,-0.4767,1.0,0.0,0.0,0.0,ever flying first change xmas ticket hours can not check online business f terrible,,1
35504,2017-11-02,14:14:22,Hatingin3018,@AmericanAir you have the rudest employee at DCA bag claim.  Laconda is a straight up bitch who don’t care about her job.,-0.4939,1.0,0.0,0.0,0.0,rudest employee dca bag claim laconda straight bitch do not care job,,2
35517,2017-11-02,14:03:21,ckejner,"Once again, thx @AmericanAir Few things as crappy as getting broken/open bags that you have to recheck because complaint is “at destination”",-0.5106,1.0,0.0,0.0,0.0,thx things crappy getting brokenopen bags recheck complaint destination,,1
35518,2017-11-02,14:02:20,bryanpruitt,"@AmericanAir @Reagan_Airport where is the sense of urgency and on time at 35X, bad service, now delayed bcuz of bus, get commuter term done",-0.6597,1.0,0.0,0.0,0.0,sense urgency time bad service delayed bcuz bus get commuter term done,,1
35535,2017-11-02,13:44:32,gencocoaching,I am looking 4 compensation 4 the delays occurred due to technical problems on the plane for the flight 860 on 10/1 @AmericanAir .,-0.4019,1.0,0.0,0.0,0.0,looking compensation delays occurred due technical problems plane flight,,1
35540,2017-11-02,13:34:08,gough_gavin,@AmericanAir Complaint relates to delayed baggage claim - LIMAA02316820 instructed to send complaint to central.baggage@aa.com but had no response,-0.6652,1.0,0.0,0.0,0.0,complaint relates delayed baggage claim limaa02316820 instructed send complaint centralbaggageaacom response,,1
35541,2017-11-02,13:33:32,LisaWinston,@BushHomer @AmericanAir Now you have to pay for priority boarding so that EVERYONE LOADED WITH CARRYONS doesn't take up all the overhead compartment space first. :(,-0.5106,1.0,0.0,0.0,0.0,pay priority boarding everyone loaded carryons does not take overhead compartment space first,,2
35555,2017-11-02,13:21:41,Chanel_DK,"@AmericanAir Useless! Sent DM, not a single reply or even a confirmation of message received! Exactly how your staff treats customers.",-0.5242,1.0,0.0,0.0,0.0,useless sent direct message single reply even confirmation message received exactly staff treats customers,,2
35565,2017-11-02,13:02:41,FranklinsRule,@AmericanAir Beginning boarding 15 mins before time printed on ticket is very annoying &amp; creates chaos bc all groups scramble. AA #1868,-0.6519,1.0,0.0,0.0,0.0,beginning boarding minutes time printed ticket annoying and creates chaos bc groups scramble american airlines #1868,['#1868'],2
35566,2017-11-02,13:02:11,ZachSmiTX,@AmericanAir No I fly a lot. And often between DFW OKC/TUL. But this was horrible. I needed to take a shower by the time I landed,-0.6908,1.0,0.0,0.0,0.0,fly lot often dfw okctul horrible needed take shower time landed,,1
35575,2017-11-02,12:49:15,LeeScholar,"@AmericanAir  because of your incompetent workers and piss poor customer service, my wife and I get to sit in the airport for 5 more hours",-0.836,1.0,0.0,0.0,0.0,incompetent workers piss poor customer service wife get sit airport hours,,3
35577,2017-11-02,12:45:59,JoanEisenstodt,Traveling out of LA on @AmericanAir ? Bring snacks. Food svs temp  suspended.  #eventprofs,-0.4767,1.0,0.0,0.0,0.0,traveling la bring snacks food svs temp suspended #eventprofs,['#eventprofs'],1
35583,2017-11-02,12:39:28,Chanel_DK,"Most incompetent @AmericanAir &amp; @British_Airways lost my luggage, Day 4! What r u doing 2 find it?#mindboggles #basuck #americanairlinessuck",-0.7171,1.0,0.0,0.0,0.0,incompetent and lost luggage day find it#mindboggles #basuck #americanairlinessuck,"['#mindboggles', '#basuck', '#americanairlinessuck']",2
35588,2017-11-02,12:36:20,JnlaSnyder,@AmericanAir no food or bev on my 4:15 LAX to JFK?!?! In first class?? I was starving!,-0.7805,1.0,0.0,0.0,0.0,food bev lax jfk first class starving,,2
35610,2017-11-02,11:55:53,ChrisDRedd1,I think it is a little crazy that @AmericanAir does not allow me to get on the upgrade list because I got my ticket with miles..smh ,-0.4162,1.0,0.0,0.0,0.0,think little crazy allow get upgrade list got ticket milessmh,,2
35611,2017-11-02,11:55:25,jouva,"@AmericanAir Again, don't feed us crap. Stop the war on luggage.",-0.6015,1.0,0.0,0.0,0.0,do not feed us crap stop war luggage,,4
35612,2017-11-02,11:55:02,bryantafel,"@AmericanAir He forced me to check my carry on, which was OK, but he didn't want to tag as priority  claiming he had no tags at gate. 25 mins wait now...",-0.4882,1.0,0.0,0.0,0.0,forced check carry ok did not want tag priority claiming tags gate minutes wait,,2
35627,2017-11-02,11:29:33,astridmachado,"Rude to the point of Trying to remove me from the plane because I can’t move my seat, because the button is broken @AmericanAir again WTF",-0.8918,1.0,0.0,0.0,0.0,rude point trying remove plane can not move seat button broken wtf,,1
35630,2017-11-02,11:28:27,rryankyle,@AmericanAir Original problem was a staff issue. Aircraft was at gate at the scheduled time but crew were not there to fly. That's AA's problem to solve!,-0.4295,1.0,0.0,0.0,0.0,original problem staff issue aircraft gate scheduled time crew fly thats aas problem solve,,1
35631,2017-11-02,11:28:12,astridmachado,"you try to be confortable on your flight but the seat button is broken, and the flight attendant is plain rude about it. #wtf @americanair",-0.8462,1.0,0.0,0.0,0.0,try confortable flight seat button broken flight attendant plain rude #wtf,['#wtf'],1
35636,2017-11-02,11:15:24,dlewis2412,@AmericanAir 1hr + delay for a broken lavatory door. #getittogether,-0.6597,1.0,0.0,0.0,0.0,delay broken lavatory door #getittogether,['#getittogether'],1
35648,2017-11-02,10:58:04,jouva,"@AmericanAir Yo what's with this ""Basic Economy"" crap? And don't give me some BS about being lower fare blah blah blah. No.",-0.802,1.0,0.0,0.0,0.0,yo what is basic economy crap do not give bs lower fare blah blah blah,,1
35649,2017-11-02,10:55:18,bebbinc,"@AmericanAir if I booked my flight through BA as a codeshare but it was operated by you, who do I make a complaint to? BA or AA?",-0.4871,1.0,0.0,0.0,0.0,booked flight ba codeshare operated make complaint ba american airlines,,3
35651,2017-11-02,10:43:13,ColorArousal,"VIDEO:  @AmericanAir jet bursts into flames w passengers inside.  But, is @AmericanAir the most dangerous airline?",-0.5256,1.0,0.0,0.0,0.0,video jet bursts flames passengers inside dangerous airline,,0
35660,2017-11-02,10:24:26,rubyNdc,$$ hungry @AmericanAir. purchase &amp; checkin told 1 carryon. @ gate told my ticket doesn’t allow carryon bag. WTH? $50 bucks @ gate. Grrrr,-0.4995,1.0,0.0,0.0,0.0,hungry purchase and checkin told carry on gate told ticket does not allow carry on bag wth bucks gate grrrr,,2
35671,2017-11-02,09:56:57,elewMD,@AmericanAir going to miss my flight and possibly in ER shift because of DCS delay of the very first flight out and ur fault. Could have,-0.6808,1.0,0.0,0.0,0.0,going miss flight possibly er shift dcs delay first flight your fau could,,1
35703,2017-11-02,07:28:52,LanieLou5,"@TamikaDMallory @lsarsour @AmericanAir I stress it's important 4 you 2  ""take responsibility for YOUR behavior"",that initiated an unfortunate incident. They'll chg rules 4 U then.",-0.6124,1.0,0.0,0.0,0.0,stress important take responsibility behaviorthat initiated unfortunate incident they will chg rules,,1
35723,2017-11-02,06:17:57,rohitspage,No blankets and pillows on transcontinental flight sfo-jfk.. Way to go AA. Let the shitty inflight experience begin @AmericanAir,-0.7003,1.0,0.0,0.0,0.0,blankets pillows transcontinental flight sfojfk way go american airlines let shitty inflight experience begin,,3
35724,2017-11-02,06:11:44,GTFOFlights,$481 rt MIA to Naples (via @AmericanAir) #GTFO #fly #travel,-0.4466,1.0,0.0,0.0,0.0,mia naples #fo #fly #travel,"['#fo', '#fly', '#travel']",2
35728,2017-11-02,06:04:38,HolisticHanisha,"@americanair Then, they check my carry-on at the gate and lose it. Then tell me that it is at SAN &amp; when I go to pick it up it is not there.",-0.4019,1.0,0.0,0.0,0.0,check carry on gate lose tell san and go pick,,2
35732,2017-11-02,06:03:13,HolisticHanisha,@americanair First my flight gets canceled on Thursday then there is no compensation for my inconvenience because I lost one day of my trip,-0.7184,1.0,0.0,0.0,0.0,first flight gets canceled thursday compensation inconvenience lost one day trip,,1
35734,2017-11-02,05:50:38,whitneyhblake,"@AmericanAir Deleted, reinstalled your app and still receiving the same login error message.",-0.4019,1.0,0.0,0.0,0.0,deleted reinstalled app still receiving login error message,,1
35746,2017-11-02,05:20:49,tcani,@AmericanAir I guess I was on hold to help her prove me wrong re lack of notice?! But 2 issues here: 1) no notification 2) the change woulda stranded us,-0.636,1.0,0.0,0.0,0.0,guess hold help prove wrong lack notice issues notification change woulda stranded us,,1
35762,2017-11-02,04:49:36,melly6874,"@AmericanAir you made me cry and made my already broken heart worse. I missed my connection to my moms memorial, and arrived late..",-0.8885,1.0,0.0,0.0,0.0,made cry made already broken heart worse missed connection moms memorial arrived late,,1
35766,2017-11-02,04:40:03,angie_siders,mortified I just suffered through a flight where 2 strangers next to me performed oral sex. @AmericanAir #americanairlines,-0.4939,1.0,0.0,0.0,0.0,mortified suffered flight strangers next performed oral sex #americanairlines,['#americanairlines'],4
35770,2017-11-02,04:27:02,angie_siders,@AmericanAir -mortified I just suffered through a flight where 2 strangers next to me performed oral sex. #speechless,-0.4939,1.0,0.0,0.0,0.0,mortified suffered flight strangers next performed oral sex #speechless,['#speechless'],1
35773,2017-11-02,04:06:49,robertmalley,@AmericanAir You guys getting another plane out here? Seriously doubting the (615a) connection you put us on outta LAX...,-0.4767,1.0,0.0,0.0,0.0,guys getting another plane seriously doubting connection put us outta lax,,1
35779,2017-11-02,04:01:51,TravelDocMD,@AmericanAir Excuse me Venice is 228 miles from Milan Airport. Even worse,-0.4215,1.0,0.0,0.0,0.0,excuse venice miles milan airport even worse,,1
35787,2017-11-02,03:55:03,Fannb_,@AmericanAir I flew today from Mexico City to Phoenix in the AA502 and found my luggage broken. Is there anything you can do?,-0.4767,1.0,0.0,0.0,0.0,flew today mexico city phoenix aa502 found luggage broken anything,,1
35792,2017-11-02,03:48:09,rizmansays,@AmericanAir missed a wedding due to 5hr delay and treated badly. Offered 10k miles to buy a sandwich. You making this right or nah? #basura,-0.7906,1.0,0.0,0.0,0.0,missed wedding due delay treated badly offered miles buy sandwich making right nah #basura,['#basura'],1
35793,2017-11-02,03:47:12,lakrishadavis,"So after a 2-hour flight delay, I get called out of line while boarding the flight to pay $50 because of my CLUTCH purse @AmericanAir smh!!",-0.6792,1.0,0.0,0.0,0.0,flight delay get called line boarding flight pay clutch purse shaking my head,,2
35805,2017-11-02,03:30:17,Lauren23s,@TheFlightDeal On @AmericanAir ? ...pass I'd pay much more to avoid them.,-0.4364,1.0,0.0,0.0,0.0,pass i would pay much avoid,,1
35809,2017-11-02,03:21:48,drbeat05,@AmericanAir just had a really bad experience trying to call customer service about upcoming no food 16 hr bus class flight  @thepointsguy,-0.7178,1.0,0.0,0.0,0.0,really bad experience trying call customer service upcoming food hr bus class flight,,3
35815,2017-11-02,03:12:15,pseudoranger,@AmericanAir Been stuck on this plane for the last 3 hours !! worst part is the weather is not the issue aa266. load some food on the plane,-0.7707,1.0,0.0,0.0,0.0,stuck plane last hours worst part weather issue aa266 load food plane,,1
35823,2017-11-02,02:58:32,morganhalberg,@AmericanAir one of your representatives rudely told me they were hanging up on me earlier this evening - highly unprofessional.,-0.7778,1.0,0.0,0.0,0.0,one representatives rudely told hanging earlier evening highly unprofessional,,2
35828,2017-11-02,02:50:40,_TeeBabiee,An hour plus and counting @AmericanAir maybe you guys should have the option to call us back. Waiting this long is really unacceptable,-0.5095,1.0,0.0,0.0,0.0,hour plus counting maybe guys option call us back waiting long really unacceptable,,2
35844,2017-11-02,02:28:35,LisaVdesigner,@AmericanAir what's wrong with the Reservations &amp; tickets FAQs page? The Q links are un-clickable. Really not helpful on a FAQ page.,-0.6918,1.0,0.0,0.0,0.0,what is wrong reservations and tickets faqs page links unclickable really helpful faq page,,2
35845,2017-11-02,02:28:17,itsROSEmo,@AmericanAir no overhead bin space GTFO so I have to pay to bring a carry on size bag either way??? I already spent all my money on this flight,-0.5273,1.0,0.0,0.0,0.0,overhead bin space fo pay bring carry size bag either way already spent money flight,,2
35857,2017-11-02,02:05:04,TanyaLV2,@ZarZanganeh @AmericanAir @handicap She looks miserable!,-0.5411,1.0,0.0,0.0,0.0,looks miserable,,0
35879,2017-11-02,01:29:39,epgwoods,@jonlovett @jonfavs @TVietor08 @Gogo @AmericanAir Yes!  It's the worst when you can't find a blank sudoku on a flight.,-0.4003,1.0,0.0,0.0,0.0,yes worst can not find blank sudoku flight,,0
35887,2017-11-02,01:15:05,RequineGG,After this brutal attempt to check in through the app and then being put on hold for 45+ minutes I am brutally unimpressed with @AmericanAir,-0.8885,1.0,0.0,0.0,0.0,brutal attempt check app put hold minutes brutally unimpressed,,2
35890,2017-11-02,01:12:49,Timmyabercrombi,@AmericanAir thanks for losing our guitars and not having any ideal where They are... that's a 10k lose.,-0.6341,1.0,0.0,0.0,0.0,thanks losing guitars ideal thats lose,,1
35899,2017-11-02,01:05:00,SKim628,@AmericanAir what happens if an AA flight gets delayed and then I end up missing my next AA flight? Do you hold flights?,-0.5362,1.0,0.0,0.0,0.0,happens american airlines flight gets delayed end missing next american airlines flight hold flights,,3
35910,2017-11-02,00:53:54,TravelDocMD,@AmericanAir They were actually very rude and were not helpful.,-0.6833,1.0,0.0,0.0,0.0,actually rude helpful,,2
35913,2017-11-02,00:52:03,TravelDocMD,@AmericanAir They actually weren't happy to assist me. Made me feel like I was wasting their time with an impossible task.,-0.4936,1.0,0.0,0.0,0.0,actually were not happy assist made feel like wasting time impossible task,,1
35928,2017-11-02,00:39:47,Gilder85,Had a dozen flights this week with Delta and Southwest and not a single issue. Both flights especially the current one on @AmericanAir suck!,-0.4926,1.0,0.0,0.0,0.0,dozen flights week dea southwest single issue flights especially current one suck,,1
35960,2017-11-01,23:58:23,Starlight0261,@JohnBarrowman @AmericanAir I’m on the sleeper train to London going to see some guy on #celebrity juice. Bring on the madness,-0.4404,1.0,0.0,0.0,0.0,i am sleeper train london going see guy #celebrity juice bring madness,['#celebrity'],1
35962,2017-11-01,23:55:55,laurabellejean,@TVietor08 @Gogo @jonlovett @jonfavs @AmericanAir Gotta 6hr flight from SF to NJ this Sunday. Rec's to pass the time after my $20 wifi fails?,-0.4215,1.0,0.0,0.0,0.0,gotta flight sf nj sunday recs pass time wifi fails,,1
35963,2017-11-01,23:55:24,TuttJohn,@AmericanAir Great salad in first class from Melbourne to LA!!!! Worst I have seen!!!The Attendant was embarrassed serving it,-0.5673,1.0,0.0,0.0,0.0,great salad first class melbourne la worst seenthe attendant embarrassed serving,,0
35976,2017-11-01,23:38:45,NiceGuy504,"@AmericanAir is not Black friendly. It’s sad that in 2017, we still have to deal with BS like this  ",-0.4986,1.0,0.0,0.0,0.0,black friendly sad still deal bs like,,4
35983,2017-11-01,23:33:32,Jessica589,Will miss my connection to Vegas but they already booked a hotel in Dallas &amp; rebooked my seat. I didn't do a thing! Thanks @AmericanAir,-0.572,1.0,0.0,0.0,0.0,miss connection vegas already booked hotel dallas and rebooked seat did not thing thanks,,1
35986,2017-11-01,23:30:16,johnny_soda,"@AmericanAir Over 1 hour of waiting for a gate after landing, listeria in your catering, and your Terminal 4 lounge is closed...LA’s worst!!",-0.6892,1.0,0.0,0.0,0.0,hour waiting gate landing listeria catering terminal lounge closedlas worst,,2
35991,2017-11-01,23:26:37,trancelot,@iBluestone @AmericanAir But do you have enough to fly Zero-G?! I want to do that before I die. #Spacewalker,-0.5983,1.0,0.0,0.0,0.0,enough fly zerog want die #spacewalker,['#spacewalker'],4
35997,2017-11-01,23:22:58,Carolyn009,"@AmericanAir reply Customer Relations has the final say in these matter. Again, our apologies for your disappointment. Still no supervisor!",-0.69,1.0,0.0,0.0,0.0,reply customer relations final say matter apologies disappointment still supervisor,,3
36024,2017-11-01,23:04:36,ZarZanganeh,"Never again will I fly @AmericanAir , yelling @handicap guests +AWFUL service &amp; when asked for a name she hides her name tag.. A NEW LOW AA",-0.5473,1.0,0.0,0.0,0.0,never fly yelling guests awful service and asked name hides name tag new low american airlines,,3
36025,2017-11-01,23:01:19,Noachl,Hey @AmericanAir . This from your #americanway magazine. Disappointed about the use of bigot re: the terrible @Ghostbusters movie,-0.7351,1.0,0.0,0.0,0.0,hey #americanway magazine disappointed use bigot terrible movie,['#americanway'],1
36049,2017-11-01,22:40:47,2nd2null,@AmericanAir I had the worst experience of my life flying with @AmericanAir. Upon arrival I went to the AA ticketing counter to get my boarding pass,-0.6249,1.0,0.0,0.0,0.0,worst experience life flying upon arrival went american airlines ticketing counter get boarding pass,,0
36050,2017-11-01,22:40:39,JimKauhs,@JoelBurns @USAirways @DFWAirport @AmericanAir There would be no DFW without both cities and probably no American Air,-0.5267,1.0,0.0,0.0,0.0,would dfw without cities probably american air,,2
36055,2017-11-01,22:37:44,KillamHunter,"@AmericanAir how can U not have catering @ all #1629 LAX-DFW. No water, no food, no booze, etc.but if U got upgraded to 1st U have catering",-0.6808,1.0,0.0,0.0,0.0,catering #1629 laxdfw water food booze etcbut got upgraded catering,['#1629'],1
36060,2017-11-01,22:33:51,jce091268,"Seriously @AmericanAir ? My suitcase has been in Ft Myers, FL (where I am) since 10:30am and I STILL DON’T HAVE IT! WTH?",-0.7569,1.0,0.0,0.0,0.0,seriously suitcase ft myers fl since still do not wth,,1
36066,2017-11-01,22:31:22,Holmes_EA,@AmericanAir Except I have a presentation tomorrow am and have nothing to wear. Plan on reimbursing me for the dress I had to buy due to your screwup?,-0.4019,1.0,0.0,0.0,0.0,except presentation tomorrow nothing wear plan reimbursing dress buy due screwup,,2
36069,2017-11-01,22:29:56,Benjami68365431,@TVietor08 @Gogo @jonlovett @jonfavs @AmericanAir Russia Gate - CIA - Murder - Torture - Theft - World Changing Physics - Help my Family and Me!,-0.8016,1.0,0.0,0.0,0.0,russia gate cia murder torture theft world changing physics help family,,2
36112,2017-11-01,22:05:28,trolinthebull,"@rolandsmartin @AmericanAir big news Roland  radical islamic terrorist in New York had isis videos on his phone, are u gonna defend him?",-0.6908,1.0,0.0,0.0,0.0,big news roland radical islamic terrorist new york isis videos phone gonna defend,,1
36114,2017-11-01,22:03:48,GeePaudler,@TVietor08 @Gogo @jonlovett @jonfavs @AmericanAir Flying American without the customary great food will be no different.,-0.6698,1.0,0.0,0.0,0.0,flying american without customary great food different,,1
36117,2017-11-01,22:01:06,mstine,whatever is going on at gate C30 in PHL is insane @AmericanAir,-0.4019,1.0,0.0,0.0,0.0,whatever going gate c30 phl insane,,2
36126,2017-11-01,21:52:58,2nd2null,"I had the worst experience of my life flying with @AmericanAir. Rude, racist, unprofessional and disrespectful. So disappointed",-0.9571,1.0,0.0,0.0,0.0,worst experience life flying rude racist unprofessional disrespectful disappointed,,0
36131,2017-11-01,21:49:32,Carolyn009,@AmericanAir How does one speak to a supervisor?  Seriously how difficult is that?  I have an issue!  Wtf?!?  Worst airline ever!,-0.9317,1.0,0.0,0.0,0.0,one speak supervisor seriously difficu issue wtf worst airline ever,,0
36135,2017-11-01,21:47:04,Carolyn009,@AmericanAir  American Airlines.. can you be more of a pain to deal with?WTF??? Horrible customer service .. just give me a supervisor!,-0.853,1.0,0.0,0.0,0.0,american airlines pain deal withwtf horrible customer service give supervisor,,3
36141,2017-11-01,21:42:21,Verdeaux,@AmericanAir a safety demonstration b/4 any flight is required by the FAA no??? Shocking the lack of comms and service.  2/2,-0.5484,1.0,0.0,0.0,0.0,safety demonstration b4 flight required faa shocking lack comms service,,3
36144,2017-11-01,21:40:03,alexkelly617,@AmericanAir delay after delay trying to leave #DCA.  Wheel issues causing delays -&gt; crew members over time.. need #Predictivemaintenance!,-0.6239,1.0,0.0,0.0,0.0,delay delay trying leaveca wheel issues causing delays crew members time need #predictivemaintenance,['#predictivemaintenance'],1
36159,2017-11-01,21:14:00,PDTJhawk,.@AmericanAir How can you possibly not have food &amp; bev service on a 777 fr LAX to DFW? Terrible service. You need to accommodate passengers.,-0.4767,1.0,0.0,0.0,0.0,american air possibly food and bev service fr lax dfw terrible service need accommodate passengers,,3
36161,2017-11-01,21:09:38,juancarlmorales,@AmericanAir hi there. Any update on status of 2662 MIA to dca? Showing on time on app but ???,-0.4454,1.0,0.0,0.0,0.0,hi update status mia dca showing time app,,1
36163,2017-11-01,21:07:21,TravisMcNuggets,@AmericanAir We had to solve the problem ourselves hours ago. A vague offer to rebook is not helpful. Hire better people. Change your policies.,-0.7217,1.0,0.0,0.0,0.0,solve problem hours ago vague offer rebook helpful hire better people change policies,,4
36173,2017-11-01,20:51:24,whatcanitellya,@AmericanAir @whatcanitellya WHATS the deal AA??? So unfair I can scream! Bait &amp; Switch fares AS I'M MAKING FLT ARRANGEMENTS?? Are you for real???,-0.8229,1.0,0.0,0.0,0.0,what is deal american airlines unfair scream bait and switch fares i am making f arrangements real,,3
36175,2017-11-01,20:49:50,whatcanitellya,@AmericanAir @whatcanitellya Worst case of BAIT &amp; SWITCH. UR changing prices as I'm in the midst of deciding what I want. 1st class 360 to 497 in seconds,-0.5859,1.0,0.0,0.0,0.0,worst case bait and switch your changing prices i am midst deciding want class seconds,,0
36179,2017-11-01,20:45:33,PNWTurtleGirl,@AmericanAir your company has AGAIN left members of my family stranded for 8 hours in an unfamiliar city...you suck. We're done with you.,-0.4404,1.0,0.0,0.0,0.0,company left members family stranded hours unfamiliar cityyou suck done,,1
36183,2017-11-01,20:43:10,shibby_ann,"@AmericanAir We are rebooked for tomorrow (as long as nothing goes wrong there, too) but had to spend $350+ for hotel + waste 1 day of our all inclusive",-0.4447,1.0,0.0,0.0,0.0,rebooked tomorrow long nothing goes wrong spend hotel waste day inclusive,,1
36187,2017-11-01,20:38:42,gilianemp,Be aware when buying @AmericanAir seats. Spent over 300 for them to have early boarding as stated in each of the seats I bought... lies :(,-0.6908,1.0,0.0,0.0,0.0,aware buying seats spent early boarding stated seats bought lies,,2
36192,2017-11-01,20:29:27,EarthGang,Yall always do some shit wrong @AmericanAir lol,-0.5994,1.0,0.0,0.0,0.0,you all always shit wrong lol,,3
36193,2017-11-01,20:26:55,AirDoranJ,"Unfortunately, my @AmericanAir flight️Philly️Vegas got delayed, thanx for rerouting &amp; providing me with this meal voucher though! ",-0.5562,1.0,0.0,0.0,0.0,unfortunately flight️philly️vegas got delayed thanx rerouting and providing meal voucher though,,1
36197,2017-11-01,20:20:12,JuliaSieja,Fuck @AmericanAir and the monopoly major airlines have over smaller airlines.,-0.5423,1.0,0.0,0.0,0.0,fuck monopoly major airlines smaller airlines,,3
36199,2017-11-01,20:19:33,HeatherZelek,"@AmericanAir I did, I always do. It's very disappointing that first class boarded before myself and the elderly woman next to me in a wheelchair.",-0.5413,1.0,0.0,0.0,0.0,always disappointing first class boarded elderly woman next wheelchair,,2
36206,2017-11-01,20:15:57,Hithisisbambi,"@AmericanAir your call center employees are always drunk, your first class is unimpressive, your flight attendants are condescending cunts",-0.8271,1.0,0.0,0.0,0.0,call center employees always drunk first class unimpressive flight attendants condescending cunts,,2
36209,2017-11-01,20:14:00,Hithisisbambi,@AmericanAir is the worst fucking airline available. Eat dicks.,-0.6249,1.0,0.0,0.0,0.0,worst fucking airline available eat dicks,,0
36210,2017-11-01,20:12:28,TheForwardCabin,@photoJDL @CaseyNorton72 @AmericanAir I will NEVER miss the Mad Dog!,-0.6239,1.0,0.0,0.0,0.0,never miss mad dog,,1
36217,2017-11-01,19:58:10,AquaKong,"@TravisMcNuggets @AmericanAir Ugh, sorry buddy",-0.4767,1.0,0.0,0.0,0.0,ugh sorry buddy,,1
36219,2017-11-01,19:57:53,TravisMcNuggets,@AquaKong @AmericanAir Up *from. From this Hell to yours.,-0.7579,1.0,0.0,0.0,0.0,hell,,2
36221,2017-11-01,19:56:14,nickgrizzles,@SimonCalder @AmericanAir Simon- advice for dispute with AA in USA delayed flight &amp; int connection missed.Offered voucher for use with them!,-0.5983,1.0,0.0,0.0,0.0,simon advice dispute american airlines usa delayed flight and int connection missedoffered voucher use,,3
36242,2017-11-01,19:34:03,Sav2424S,My bag was sitting in the @AmericanAir office and no one bothered to call me...,-0.5423,1.0,0.0,0.0,0.0,bag sitting office one bothered call,,2
36243,2017-11-01,19:33:18,Sav2424S,you've caused enough trouble as it is. Fix your customer service @AmericanAir,-0.4019,1.0,0.0,0.0,0.0,you have caused enough trouble fix customer service,,3
36244,2017-11-01,19:33:14,EatsBeatsNLife,"I loathe @AmericanAir  Always have. If my bag fits in one sizer, it fits in all of them. We don’t need to do this 4 times. #Relax #ItFits",-0.4939,1.0,0.0,0.0,0.0,loathe always bag fits one sizer fits do not need times lax #itfits,['#itfits'],2
36247,2017-11-01,19:32:16,drheathermark,"@AmericanAir - Announced no more room in overhead, forced to check my carryon. Board plane - entire overhead bins are empty.  What gives?",-0.7184,1.0,0.0,0.0,0.0,announced room overhead forced check carry on board plane entire overhead bins empty gives,,2
36248,2017-11-01,19:31:54,Sav2424S,"@AmericanAir first they cancel my flight twice, then they lose my bag, which was actually on the plane and they told me it was lost.",-0.7184,1.0,0.0,0.0,0.0,first cancel flight twice lose bag actually plane told lost,,2
36250,2017-11-01,19:31:04,_cuevascuevas,"1/3 thanks @AmericanAir for always knowing just how to ruin someone's day. if your kiosk says you can check your bag @ gate, then there's no",-0.4767,1.0,0.0,0.0,0.0,thanks always knowing ruin someones day kiosk says check bag gate there is,,2
36263,2017-11-01,19:14:33,CallieRivers25,"seriously, @AmericanAir is the absolute worst. i guess being a platinum member doesn’t mean anything smh",-0.7964,1.0,0.0,0.0,0.0,seriously absolute worst guess platinum member does not mean anything shaking my head,,0
36266,2017-11-01,19:10:05,BoatsAndNos,The only thing worse than @realDonaldTrump is @AmericanAir,-0.4767,1.0,0.0,0.0,0.0,thing worse,,4
36267,2017-11-01,19:09:39,nicburgess,Watch out for the rude @AmericanAir supervisor at gate C25 at PHL. Unpleasant experience trying to get onto an earlier connecting flight.,-0.7269,1.0,0.0,0.0,0.0,watch rude supervisor gate c25 phl unpleasant experience trying get onto earlier connecting flight,,2
36269,2017-11-01,19:07:19,00russ,"@AmericanAir My wife and I have flights (MLSMCZ) that we can not take so, no credits, nothing if we do not take this trip.  AA just steals our 400.00",-0.5248,1.0,0.0,0.0,0.0,wife flights mlsmcz take credits nothing take trip american airlines steals,,3
36273,2017-11-01,19:04:43,Tuxxin,"@AmericanAir Flight #2367 1hr delay to depart (no catering), arrival 45m delay to taxi to gate (no AA employees ready) #ridiculous #notagain",-0.5574,1.0,0.0,0.0,0.0,flight #2367 delay depart catering arrival delay taxi gate american airlines employees ready #ridiculous #notagain,"['#2367', '#ridiculous', '#notagain']",2
36288,2017-11-01,18:47:26,gibbo9301,"@AmericanAir why are guitars allowed? Packed flight at least 6 of them in overheads, it’s inconvenient to passengers and is causing a delay",-0.5719,1.0,0.0,0.0,0.0,guitars allowed packed flight least overheads inconvenient passengers causing delay,,1
36295,2017-11-01,18:43:36,Its_RianM,@AmericanAir I personally think charging someone 500 is OUTRAGEOUS,-0.5766,1.0,0.0,0.0,0.0,personally think charging someone outrageous,,4
36297,2017-11-01,18:43:08,Its_RianM,@AmericanAir I had an emergency this week and had to come to Dallas this week. I did not want to fly back to EWR tonight just to fly back to DFW,-0.4257,1.0,0.0,0.0,0.0,emergency week come dallas week want fly back ewr tonight fly back dfw,,1
36304,2017-11-01,18:34:40,sammijoblue,@AmericanAir Pilot slept in. Standby controls were broken. Made the layover! Plane has a missing part. Got the part. No cargo numbers? ,-0.7777,1.0,0.0,0.0,0.0,pilot slept standby controls broken made layover plane missing part got part cargo numbers,,1
