,Date,time,handle,tweet,compound,American,Delta,Southwest,United,tweets_clean1,hashtags,cluster_num
3227,2017-10-31,01:08:05,bankerbecky,"@runmeb @united Union Tribune article was a great tribute to you &amp; family.  Our country needs more stories like this.  Cheering for you, Steph Bruce. Kellyn",0.8946,0.0,0.0,0.0,1.0,union tribune article great tribute and family country needs stories like cheering steph bruce kellyn,,0
3231,2017-10-31,01:02:39,heatherannm728,@runmeb @united Good luck on your last marathon! So enjoyed watching you through the years!,0.8772,0.0,0.0,0.0,1.0,good luck last marathon enjoyed watching years,,0
3237,2017-10-31,00:55:46,kleemanimal,#planespotting in the fall yeilds some great photo opportunities.  A @staralliance painted @United 777 takes to the sky from @Dulles_Airport,0.7717,0.0,0.0,0.0,1.0,#planespotting fall yeilds great photo opportunities painted takes sky,['#planespotting'],3
3239,2017-10-31,00:54:11,MykeSec,"@united Thanks! Hoping for a quiet, uneventful flight! #feelingthelove",0.7418,0.0,0.0,0.0,1.0,thanks hoping quiet uneventful flight #feelinhelove,['#feelinhelove'],0
3241,2017-10-31,00:53:48,sarahdoody,@united @runmeb @nycmarathon Awesome!!  Can’t wait to meet him at a sold out event with @NYCUSTOMPT on Wednesday  and run the marathon myself on Sunday!,0.7163,0.0,0.0,0.0,1.0,awesome can not wait meet sold event wednesday run marathon sunday,,0
3244,2017-10-31,00:52:22,CoachKFischer,@runmeb @united Enjoy! Good luck! You’re such an inspiration!,0.9243,0.0,0.0,0.0,1.0,enjoy good luck you are inspiration,,0
3246,2017-10-31,00:51:20,coreymcollins,"Hey @United, would love to buy some plane tickets but your awful website won’t recognize my address as existing. Thanks! Cool! Thanks!",0.8786,0.0,0.0,0.0,1.0,hey would love buy plane tickets awful website will not recognize address existing thanks cool thanks,,0
3250,2017-10-31,00:46:43,dustyhoffman,@united I will but that doesn’t do me any good today.  I’ve played so nice with all employee here and they all say “file a claim” we can’t help 1/2,0.9471,0.0,0.0,0.0,1.0,does not good today i have played nice employee say file claim can not help,,2
3255,2017-10-31,00:41:41,supercinoman,@united it sure would be nice if you at least offered free WiFi with open internet in delays like this #UA1742,0.872,0.0,0.0,0.0,1.0,sure would nice least offered free wifi open internet delays like #ua1742,['#ua1742'],3
3256,2017-10-31,00:41:40,_mio,@united adding a copy of this to the employee handbook would be a great start. thanks,0.7906,0.0,0.0,0.0,1.0,adding copy employee handbook would great start thanks,,2
3268,2017-10-31,00:27:48,drjeffroy69,@runmeb @united Best of luck!!!,0.8433,0.0,0.0,0.0,1.0,best luck,,0
3270,2017-10-31,00:26:51,kfleming0601,@runmeb @united Good luck on your final NYC marathon. You are a true inspiration as a runner and person,0.9022,0.0,0.0,0.0,1.0,good luck final nyc marathon true inspiration runner person,,0
3277,2017-10-31,00:23:23,MykeSec,"Amazing service @United, had 15 minutes to make a connection at EWR; they made it happen via Mercedes Benz! Thanks!",0.8065,0.0,0.0,0.0,1.0,amazing service minutes make connection ewr made happen mercedes benz thanks,,1
3283,2017-10-31,00:19:40,instinctmgmt,"Is there any legacy airline that rewards loyalty, with good service?? @united tried to hustle me!!",0.8871,0.0,0.0,0.0,1.0,legacy airline rewards loyay good service tried hustle,,4
3288,2017-10-31,00:17:04,frozenphotons,@runmeb @united Best of luck Meb - have a great run!,0.9117,0.0,0.0,0.0,1.0,best luck meb great run,,0
3295,2017-10-31,00:11:50,runmeb,Landed in NYC with my partner @united for my final #TCSNYMarathon. Love this city. It’s giving me the support to finish strong.,0.9118,0.0,0.0,0.0,1.0,landed nyc partner final #tcsnymarathon love city giving support finish strong,['#tcsnymarathon'],0
3308,2017-10-30,23:50:24,AlwaysaMetsFan,"@united Oh, I'm not on this trip but wish that I was.  An awesome aircraft!",0.8883,0.0,0.0,0.0,1.0,oh i am trip wish awesome aircraft,,2
3309,2017-10-30,23:49:03,ravrav_jangs,@dougvansant @united glad to hear you landed safe and sound @dougvansant !!,0.7568,0.0,0.0,0.0,1.0,glad hear landed safe sound,,0
3315,2017-10-30,23:44:58,febaio,@united Having essential monopoly over US domestic flights doesn’t give you rights to treat people like animals in a stable.,0.7506,0.0,0.0,0.0,1.0,essential monopoly us domestic flights does not give rights treat people like animals stable,,3
3317,2017-10-30,23:44:24,abajakian,@britishairways will no longer allow guitars in soft cases as a carry on. What a joke. So happy I fly @united and @staralliance.,0.7089,0.0,0.0,0.0,1.0,longer allow guitars soft cases carry joke happy fly,,3
3322,2017-10-30,23:38:36,shawngatesmbm,Thanks @united for another safe flight.,0.7003,0.0,0.0,0.0,1.0,thanks another safe flight,,0
3323,2017-10-30,23:37:15,AlwaysaMetsFan,"@united The best part is that it's on a @BoeingAirplanes 787-9 so, after that loooong of a flight, you won't even feel tired and feel like you only flew to LAS.",0.8445,0.0,0.0,0.0,1.0,best part loooong flight will not even feel tired feel like flew las,,3
3328,2017-10-30,23:27:07,chippersen,"@hotelsdotcom is the most amazing company ever. @United wouldn’t hook me up with a hotel for their mistake, @hotelsdotcom came to the rescue",0.7178,0.0,0.0,0.0,1.0,amazing company ever would not hook hotel mistake came rescue,,1
3330,2017-10-30,23:23:02,donniethebird,@united I don’t mean to come off so brash but the boarding groups are more of a free for all,0.7066,0.0,0.0,0.0,1.0,do not mean come brash boarding groups free,,3
3340,2017-10-30,23:04:48,ntableman,@RepublicAirline shaken but impressed by the flying early am from pwm&gt;ewr that was a bumpy ride;but landed early and safely! @united,0.8622,0.0,0.0,0.0,1.0,shaken impressed flying early pwmewr bumpy ridebut landed early safely,,2
3341,2017-10-30,23:02:06,ZachHonig,"@united @Blaugrahna Still enjoying, thanks! It's been great getting to hang with ^MM!",0.8997,0.0,0.0,0.0,1.0,still enjoying thanks great getting hang mm,,0
3345,2017-10-30,23:00:08,pavementhound,@runmeb @nycmarathon @united Me too Meb! Have a great race!!,0.7163,0.0,0.0,0.0,1.0,meb great race,,0
3351,2017-10-30,22:55:50,AlexCleary373,@united Why is she so special  she is better than the 747 787 and the big fat a380 the 747 is the only aircraft for me,0.75,0.0,0.0,0.0,1.0,special better big fat a380 aircraft,,1
3361,2017-10-30,22:50:33,Drewwwskiiii,Thank you @qatarairways and @flySAA_US for pleasant and great flights. I will definitely fly with yall again. @united you need to step it up,0.9118,0.0,0.0,0.0,1.0,thank pleasant great flights definitely fly you all need step,,3
3365,2017-10-30,22:45:13,macwifiguy,"@united Thanks JR and just to be clear, as my original tweet was not I was at the gate 9 min. prior to deparrture time, which the gate agent said is 1 min late.  It’s kind of ironic now I’m sitting on a @SouthwestAir flight and they held the door as long as possible for a late guest :)",0.8405,0.0,0.0,1.0,1.0,thanks jr clear original tweet gate min prior deparrture time gate agent said min late kind ironic i am sitting flight held door long possible late guest,,4
3373,2017-10-30,22:32:58,macwifiguy,"@united Thank you JR for interacting with me.  Of course it’s not your fault, but I appreciate the listening ear.  After flying 100k miles this yr with @united I keep hoping for a bit of appreciation and customer service.  Sadly the “customer first” culture seems to be lacking.",0.8854,0.0,0.0,0.0,1.0,thank jr interacting course fau appreciate listening ear flying miles yr keep hoping bit appreciation customer service sadly customer first cuure seems lacking,,4
3374,2017-10-30,22:28:15,BehrPictures,@MiddleSeatView @united Wow you're lucky. I wouldn't mind getting that :D,0.8918,0.0,0.0,0.0,1.0,wow you are lucky would not mind getting,,1
3380,2017-10-30,22:20:51,PoutyScouty,Just landed in the blue grass state! Thanks @united for getting me here safe! Any fun tips for…,0.8652,0.0,0.0,0.0,1.0,landed blue grass state thanks getting safe fun tips for,,0
3386,2017-10-30,22:11:55,lenayada,Thank you @united I had wonderful service by all staff on my recent flight. The pilots were awesome too for singing paw patrol to our son,0.8834,0.0,0.0,0.0,1.0,thank wonderful service staff recent flight pilots awesome singing paw patrol son,,4
3412,2017-10-30,21:45:38,jerrytlai,Go-around coming into @fly2ohare for wind shear. Thanks to the professionals at @united for a calm and safe go around and landing ,0.7964,0.0,0.0,0.0,1.0,goaround coming wind shear thanks professionals calm safe go around landing,,0
3421,2017-10-30,21:32:42,wannabpainter,"@united yes, thankfully. I appreciated that, just the exchange of words were abrasive and off putting",0.8316,0.0,0.0,0.0,1.0,yes thankfully appreciated exchange words abrasive putting,,3
3437,2017-10-30,21:17:14,kyleeee_t,Second delayed flight today thanks to @united. Great. I have nowhere I need to be. I'm sure no one else here does either,0.7351,0.0,0.0,0.0,1.0,second delayed flight today thanks great nowhere need i am sure one else either,,3
3439,2017-10-30,21:16:12,kyleeee_t,@united Luckily you guys have delayed my second flight as well. Late inbound aircraft arrival? The plane is sitting in the terminal so seems like bs,0.7414,0.0,0.0,0.0,1.0,luckily guys delayed second flight well late inbound aircraft arrival plane sitting terminal seems like bs,,2
3441,2017-10-30,21:15:12,MichaelTraverso,@united @Chase @Visa I am not uneasy @united should be - treat your customers better!,0.795,0.0,0.0,0.0,1.0,uneasy treat customers better,,4
3445,2017-10-30,21:11:27,CalfFlexors,Good article by @lesliejosephs about @united airlines new 18 hour flights.Hope the pax have some @CalfFlexors :),0.7096,0.0,0.0,0.0,1.0,good article airlines new hour flightshope pax,,2
3486,2017-10-30,20:22:31,frankgutierrez,Another great @united flight - thanks Capt McQueen for the personalized touch,0.7906,0.0,0.0,0.0,1.0,another great flight thanks capt mcqueen personalized touch,,2
3490,2017-10-30,20:16:57,imacsweb,"@united Thanks ^KF, should be great now that the sentries are no where in sight...",0.7003,0.0,0.0,0.0,1.0,thanks kf great sentries sight,,0
3503,2017-10-30,19:57:48,wendy_stine,"@united I know it’s a rough day for United, but I think you’re awesome. You take me to Hawaii",0.8201,0.0,0.0,0.0,1.0,know rough day united think you are awesome take hawaii,,3
3533,2017-10-30,19:19:53,bajanpreacher,"@united Jesus ****!!! Oh wow! That’s a long flight, I’ll put that on my bucket list , hopefully the 787-10 Dreamliner will b in service, thanks",0.8902,0.0,0.0,0.0,1.0,jesus oh wow thats long flight i will put bucket list hopefully dreamliner service thanks,,1
3544,2017-10-30,19:08:14,Leslie_Weller,A #DAM great read. Learn how @POPSUGAR @SeattleAquarium @a2milk @United and more organizations are managing their brand assets.,0.7003,0.0,0.0,0.0,1.0,am great read learn organizations managing brand assets,,1
3566,2017-10-30,18:48:40,sczen,@AndyScoggin @hoadie77 @HR_Nation @BreedersCup @DelMarRacing @weatherchannel @united Oh Yeah!  It's fun &amp; interesting just in itself.~,0.8172,0.0,0.0,0.0,1.0,oh yeah fun and interesting,,3
3569,2017-10-30,18:48:25,bajanpreacher,@united Wow ... how long was the flight!!??? Officially? ,0.7464,0.0,0.0,0.0,1.0,wow long flight officially,,1
3573,2017-10-30,18:46:20,agenthehe,"@RK70684587 @ZoetryResorts @united only about 4 hour flight,  but yes for the price difference well worth it",0.8201,0.0,0.0,0.0,1.0,hour flight yes price difference well worth,,3
3575,2017-10-30,18:45:39,RK70684587,@agenthehe @ZoetryResorts @united I'm just glad you got 1st class. That trip in coach would be a bear.  LOL,0.7603,0.0,0.0,0.0,1.0,i am glad got class trip coach would bear lol,,2
3576,2017-10-30,18:44:10,jillsgabbe,@united shoutout to passenger service rep Jayna Williams @DetroitAirport-finally some help getting back and great ‘tude,0.7783,0.0,0.0,0.0,1.0,shoutout passenger service representative jayna williams help getting back great tude,,4
3581,2017-10-30,18:40:36,TOFTJeff,Just had a wonderful customer experience with Karen over the phone with @united. Thank you!,0.7574,0.0,0.0,0.0,1.0,wonderful customer experience karen phone thank,,4
3589,2017-10-30,18:36:13,mikeherlihy87,"Hey, @united - the crew in the airport lounge here in San Diego (SAN) is the bomb!  They just came in clutch and helped me a ton!  So good.",0.8306,0.0,0.0,0.0,1.0,hey crew airport lounge san diego san bomb came clutch helped ton good,,1
3623,2017-10-30,17:59:16,sginevan,@united Hope you all on boarded enough champagne :),0.7964,0.0,0.0,0.0,1.0,hope boarded enough chandagne,,3
3632,2017-10-30,17:47:32,tmstetson,Thank you @united   Nice surprise.,0.7506,0.0,0.0,0.0,1.0,thank nice surprise,,2
3645,2017-10-30,17:38:17,cjmcginnis,"Ricotta stuffed ravioli with pesto, beets &amp; sauerkraut on @United first ATL-SFO. Strange combo but tasted great",0.7391,0.0,0.0,0.0,1.0,ricotta stuffed ravioli pesto beets and sauerkraut first atlsfo strange combo tasted great,,0
3667,2017-10-30,17:25:12,makeupwithlisai,@united Ok. Thanks. I'm just hoping I can still get out later. Was it the 11:55 flight? And is the 2:27 still on time and departing too?,0.8053,0.0,0.0,0.0,1.0,ok thanks i am hoping still get later flight still time departing,,2
3687,2017-10-30,17:09:07,LandLopers,@united Gorgeous! :),0.807,0.0,0.0,0.0,1.0,gorgeous,,4
3701,2017-10-30,16:55:51,DebbeMcCall,"Dear @united 1767, could we have @MelBrooks movies on *every* flight?  ‘Young Frankenstein’ is a delight! ",0.7777,0.0,0.0,0.0,1.0,dear could movies every flight young frankenstein delight,,1
3706,2017-10-30,16:49:24,LandLopers,Thanks @united for the 747 - I love it! But it is indeed huuuuuuuge,0.8122,0.0,0.0,0.0,1.0,thanks love indeed huuuuuuuge,,0
3709,2017-10-30,16:48:27,elavasam,@united Shout out to Jamie on UA1458. He is an awesome guy! Pl pass on my thanks.,0.807,0.0,0.0,0.0,1.0,shout jamie ua1458 awesome guy pl pass thanks,,3
3723,2017-10-30,16:33:42,sjcuagm,Another #teamSJC United 100 nominee.... Congrats Jean on a job well done! #being united @weareunited @united,0.8858,0.0,0.0,0.0,1.0,another #teamsjc united nominee congrats jean job well done #being united,"['#teamsjc', '#being']",2
3742,2017-10-30,16:24:03,jenz2162,24 days till me and the amazing @jasongriff10 jet off to the amazing NYC @NYBarclayHotel @united #bdaycelebrations #makinmemories,0.8225,0.0,0.0,0.0,1.0,days till amazing jet amazing nyc #bdaycelebrations #makinmemories,"['#bdaycelebrations', '#makinmemories']",1
3745,2017-10-30,16:20:48,Patrickrwest,.@united rebooked. Thanks. United Club pass?!,0.7177,0.0,0.0,0.0,1.0,united rebooked thanks united club pass,,2
3752,2017-10-30,16:14:36,robclayrivers,@RunRocknRoll @united good race and fun times. Also a shout out to our flight captain Rod UA8 for running the full @Chengdu_China,0.7351,0.0,0.0,0.0,1.0,good race fun times also shout flight captain rod ua8 running full,,3
3764,2017-10-30,16:01:36,JayRoc1971,"@sebastianbach @united Wow! Someone taking the time to actually say something good about an airline. Good job, they’ve taken a beating lately.The socks go perfectly with your Judas Priest underwear.",0.902,0.0,0.0,0.0,1.0,wow someone taking time actually say something good airline good job they have taken beating latelythe socks go perfectly judas priest underwear,,1
3767,2017-10-30,15:58:04,voluptas54,Prince on UA272 from Orlando is fabulous. Absolutely the best flight attendant I’ve had. Thanks for making a bumpy ride; smooth! @united,0.9016,0.0,0.0,0.0,1.0,prince ua272 orlando fabulous absolutely best flight attendant i have thanks making bumpy ride smooth,,3
3768,2017-10-30,15:57:52,CalisthenicsDj,@united Please United!!  Can we Can we?? Huh! Can we go?!!,0.7788,0.0,0.0,0.0,1.0,please united huh go,,0
3780,2017-10-30,15:39:36,thejables,Huge thanks to the amazing @united crew who made my son's day on our trip home. He was so excited!,0.9083,0.0,0.0,0.0,1.0,huge thanks amazing crew made sons day trip home excited,,1
3811,2017-10-30,15:02:34,d_wave27,@cu_mr2ducks @_JimGentile @united He had probably booked different seats or bulkhead was already taken. Don’t assume “he keeps doing this” and that United would give free tik,0.7269,0.0,0.0,0.0,1.0,probably booked different seats bulkhead already taken do not assume keeps united would give free tik,,3
3842,2017-10-30,14:38:11,Counselor70,"@united UNITED:  This is your Capt speaking, while in flight please refrain from stepping on our pet scorpions &amp; snakes",0.7034,0.0,0.0,0.0,1.0,united capt speaking flight please refrain stepping pet scorpions and snakes,,1
3884,2017-10-30,13:37:41,Dennie302,@united Luckily the flight was delayed so yes I did make it. After rushing across the airport.,0.7088,0.0,0.0,0.0,1.0,luckily flight delayed yes make rushing across airport,,3
3906,2017-10-30,13:08:49,MarcLavelle,@OrlandoPolice Perfect! Hopefully you will be able to help solve @united ability to allow my belongings be stolen from them.,0.8805,0.0,0.0,0.0,1.0,perfect hopefully able help solve ability allow belongings stolen,,0
3910,2017-10-30,13:00:31,RunRocknRoll,Congrats to all #RnRLosAngeles runners! @United is proud to fly runners to start lines worldwide. Book today at,0.7777,0.0,0.0,0.0,1.0,congrats #rnrlosangeles runners proud fly runners start lines worldwide book today,['#rnrlosangeles'],2
3919,2017-10-30,12:49:21,drew_magid,"Hey @Delta can I watch Stranger Things on Delta Studio?  Will love you long time if yes, will switch to @united if no.  JK about @united",0.8091,0.0,1.0,0.0,1.0,hey watch stranger things dea studio love long time yes switch jk,,0
3947,2017-10-30,11:59:43,tardomatic,"@united You could give me 4 free Polaris seats, and I'd do what I did with the 4 free coach seats you actually gave me. Throw them away.",0.765,0.0,0.0,0.0,1.0,could give free polaris seats i would free coach seats actually gave throw away,,3
3958,2017-10-30,11:24:52,hoadie77,@AndyScoggin @sczen @HR_Nation @BreedersCup @DelMarRacing @weatherchannel @united Yeah maybe the travel but will be fresh as hadn’t raced since July .. so I think champions day will be a nice prep,0.9227,0.0,0.0,0.0,1.0,yeah maybe travel fresh had not raced since july think chandions day nice prep,,2
3961,2017-10-30,11:20:39,rfm099,@united I hope these new two boarding lanes is a test that can be rescinded.  Not good. #chaos  and blockage.,0.7003,0.0,0.0,0.0,1.0,hope new two boarding lanes test rescinded good #chaos blockage,['#chaos'],3
3965,2017-10-30,11:10:31,Pooh_Velagapudi,A huge thank you to @united ️ for safely bringing us into Newark last night despite all the stormy winds &amp; rain! #UnitedAir #TQ #TCTDenver,0.807,0.0,0.0,0.0,1.0,huge thank safely bringing us newark last night despite stormy winds and rain #unitedair #tq #tctdenver,"['#unitedair', '#tq', '#tctdenver']",1
3972,2017-10-30,10:43:53,joel__lord,This was my flight back home from MUC yesterday! Excellent work by the onboard staff of @united who were calm and professional.,0.7424,0.0,0.0,0.0,1.0,flight back home muc yesterday excellent work onboard staff calm professional,,3
3984,2017-10-30,10:06:36,jenseisert,"@united Thanks a lot, much appreciated.",0.7351,0.0,0.0,0.0,1.0,thanks lot much appreciated,,0
3988,2017-10-30,09:40:10,jelds0713,Never got on a @united flight but it is safe to say I never will! Been stuck in Boston for two days now. Thanks @AmericanAir for stepping in,0.8779,1.0,0.0,0.0,1.0,never got flight safe say never stuck boston two days thanks stepping,,0
3990,2017-10-30,09:31:35,LuzNotes,I had a very pleasant experience flying @united this past weekend. Even arrived to my destination 1/2 hour earlier! Staff was friendly!,0.8114,0.0,0.0,0.0,1.0,pleasant experience flying past weekend even arrived destination hour earlier staff friendly,,1
3997,2017-10-30,09:03:43,kidneydoc101,@KavGul6 @united Treated me very well indeed. Excellent #AIIMSGNconclave17 and fantastic hospitality. Just too short...,0.8737,0.0,0.0,0.0,1.0,treated well indeed excellent #aiimsgnconclave17 fantastic hospitality short,['#aiimsgnconclave17'],4
3998,2017-10-30,09:03:27,jenseisert,"@united And re friendliness: This goes without saying. Still, there was not much friendliness involved at @United, if I may say so.",0.7184,0.0,0.0,0.0,1.0,friendliness goes without saying still much friendliness involved may say,,0
4001,2017-10-30,08:56:21,PeterVandever,@thevonwong @united I understand but realize that 99.9% of people are of a difference POV. Most of us love a slab of ribs BBQ Kansas City style. :),0.9041,0.0,0.0,0.0,1.0,understand realize people difference pov us love slab ribs bbq kansas city style,,0
4018,2017-10-30,08:17:00,PatriotCharles,"Thank you @united for leaving my bag at SFO. At least you didn't drag me off the plane, so I got that going for me, which is nice.",0.7154,0.0,0.0,0.0,1.0,thank leaving bag sfo least did not drag plane got going nice,,2
4027,2017-10-30,07:23:08,AngelaWCreation,"@united Hope you are doing well, Please follow back it sure would mean a lot,Have a wonderful day",0.9062,0.0,0.0,0.0,1.0,hope well please follow back sure would mean lothave wonderful day,,3
4060,2017-10-30,05:32:47,Andy_Wrex,@united An absolute honour to be on the last flight from Heathrow. The old girl certainly got the send off she deserved #united747farewell,0.7269,0.0,0.0,0.0,1.0,absolute honour last flight heathrow old girl certainly got send deserved #united747farewell,['#united747farewell'],1
4069,2017-10-30,05:15:29,kevinhoneycutt,Hello @united trying to find receipt for broken guitar but moved recently. PLEASE make an exception and help me buy a new guitar!,0.7809,0.0,0.0,0.0,1.0,hello trying find receipt broken guitar moved recently please make exception help buy new guitar,,0
4079,2017-10-30,04:39:09,jessmarceline,"Thanks, @united, for working hard to get me home to this sweet, very happy and thankful boy tonight! #homesweethome",0.9354,0.0,0.0,0.0,1.0,thanks working hard get home sweet happy thankful boy tonight #homesweethome,['#homesweethome'],3
4101,2017-10-30,03:40:57,sczen,"@AndyScoggin @HR_Nation @BreedersCup @DelMarRacing @weatherchannel @united @hoadie77 Getting excited..anxious for this renewal of the BC!?? I sure am. Hey best of luck to you,my friend!~ I still go to HRN &amp; watch Horsecenter.",0.8871,0.0,0.0,0.0,1.0,getting excitedanxious renewal bc sure hey best luck youmy friend still go hrn and watch horsecenter,,0
4108,2017-10-30,03:36:58,BchandSciLuv,"@united @hemantmehta Is this like a god thing? Ask and you shall receive?! This may be your chance! Someone is TRULY speaking to you! Open your heart, haha ",0.9306,0.0,0.0,0.0,1.0,like god thing ask shall receive may chance someone truly speaking open heart haha,,2
4124,2017-10-30,03:17:24,Tulgaaurnaa,@Broncos @AqibTalib21 @ChrisHarrisJr @united Better win this time!!!,0.8213,0.0,0.0,0.0,1.0,better win time,,3
4128,2017-10-30,03:14:19,JVA222,"@united I would like to thank Alejandro, Employee 212854 for his swift assistance. A friend nearly missed a flight, Alejandro saved the day.",0.8625,0.0,0.0,0.0,1.0,would like thank alejandro employee swift assistance friend nearly missed flight alejandro saved day,,3
4134,2017-10-30,03:10:36,ErikaBeers,@united Had a really super United flight attendant on my Saturday morning BIL&gt;DEN flight. Made a huge difference in a long day :),0.9113,0.0,0.0,0.0,1.0,really super united flight attendant saturday morning bilden flight made huge difference long day,,3
4143,2017-10-30,03:01:56,ModusJesus,"Hey @united, the ad-hoc second leg to UAL107 (2748) was a roller coaster but we made it safely to IAD. The crew rocks and the pilots have serious cajones to weather 100mph headwinds like this.",0.7964,0.0,0.0,0.0,1.0,hey adhoc second leg ual107 roller coaster made safely iad crew rocks pilots serious cajones weather headwinds like,,1
4147,2017-10-30,02:55:36,Tara_justTara,.@united flt#4490 ORD-CLT lots of issues BUT the captain deserves HUGE kudos for doing ALL he could to make it better. . Plz commend!,0.958,0.0,0.0,0.0,1.0,united f#4490 ordc lots issues captain deserves huge kudos could make better plz commend,['#4490'],1
4155,2017-10-30,02:41:11,deepakgurunath,"@ChangiAirport I would like to play with mickey mouse friends, fun games in DisneyLand and go on a shopping freak in LA #unitedairlinesSG @united",0.8126,0.0,0.0,0.0,1.0,would like play mickey mouse friends fun games disneyland go shopping freak la #unitedairlinessg,['#unitedairlinessg'],3
4163,2017-10-30,02:33:56,baconfenders,Glad I got to see @United's B747 in operation one last time last weekend in San Francisco. Hope y'all keep one on hand for a museum.,0.8442,0.0,0.0,0.0,1.0,glad got see b747 operation one last time last weekend san francisco hope you all keep one hand museum,,3
4171,2017-10-30,02:20:07,NoelleHedgcock,@united Update: Have to say @united reached out &amp; handled the complaint well. Listened to concerns about the incident &amp; tried to help. Appreciated ,0.743,0.0,0.0,0.0,1.0,update say reached and handled complaint well listened concerns incident and tried help appreciated,,0
4172,2017-10-30,02:20:07,jgyoungman10,"@united I'll get him some socks and show him this and than he'll have to hook me up, thanks United! Looking forward to that 1k!",0.7418,0.0,0.0,0.0,1.0,i will get socks show hell hook thanks united looking forward,,1
4177,2017-10-30,02:12:30,jgyoungman10,@united Sweet talk my boss and hope I get put on some more work trips!,0.7345,0.0,0.0,0.0,1.0,sweet talk boss hope get put work trips,,3
4192,2017-10-30,01:59:03,wright_cochran,@sebastianbach @united Have a great flight. Enjoy the book.,0.8074,0.0,0.0,0.0,1.0,great flight enjoy book,,2
4196,2017-10-30,01:55:25,stevemushero,"@flyLAXairport @united What's the aircraft? Ah, it's 787-9 with amazing range (I expected 777-LR). Note EWR-PVG is often 15.5 hours; not bad, even with 5-year old.",0.7684,0.0,0.0,0.0,1.0,what is aircraft ah amazing range expected note ewrpvg often hours bad even old,,1
4197,2017-10-30,01:55:20,digimegaphone,@stephcasstevens @Target @united yes!! There's actually something fun tomorrow night you could be a part of if you are free!  Will message on FB,0.88,0.0,0.0,0.0,1.0,yes there is actually something fun tomorrow night could part free message fb,,3
4202,2017-10-30,01:49:43,MSRCrutchfield,"@sebastianbach @united I read your book, then I read Springsteen’s. I’ve recommended both to tons of people. Love!",0.7424,0.0,0.0,0.0,1.0,read book read springsteens i have recommended tons people love,,0
4214,2017-10-30,01:26:38,SJerome98,"@AirlineGeeks @united @flySFO @flightradar24 Why not keep one Friendship 747 for special @United events definitely a crowd pleaser, help to improve your public relations as an airline.",0.8832,0.0,0.0,0.0,1.0,keep one friendship special events definitely crowd pleaser help improve public relations airline,,0
4216,2017-10-30,01:25:11,ChefArtSmith,@united Very good on time! Love Economy Plus Thank you,0.8803,0.0,0.0,0.0,1.0,good time love economy plus thank,,0
4235,2017-10-30,01:03:54,nikki_rose25,Shout out to the @united IAH gate C4 attendee for her wonderful act of kindness and making my horrible travel day so much better! 30E️11A,0.7698,0.0,0.0,0.0,1.0,shout iah gate c4 attendee wonderful act kindness making horrible travel day much better,,3
4244,2017-10-30,00:59:07,hansenp102670,Hey @united we all loved the holiday chocolate boxes for the UC card in the day.  Any chance of a giveaway anytime soon?,0.8225,0.0,0.0,0.0,1.0,hey loved holiday chocolate boxes uc card day chance giveaway anytime soon,,3
4260,2017-10-30,00:50:48,tallharish,@united great job handling the emergency landing of UA107. Kudos to flight crew. wish the ticketing staff at BOS was more efficient,0.8908,0.0,0.0,0.0,1.0,great job handling emergency landing ua107 kudos flight crew wish ticketing staff bos efficient,,1
4279,2017-10-30,00:36:01,LanceWBell,@united I only tweet for really bad or great service. Flt Att Steve &amp; Ricardo on UA1977 were AMAZING! Last row felt like 1stclass! Thank u!,0.8996,0.0,0.0,0.0,1.0,tweet really bad great service f att steve and ricardo ua1977 amazing last row fe like thank,,1
4290,2017-10-30,00:26:53,Wordeea,"@slaughterwrites @united @HFCiderBar @sismondo @A_McDo yes! you should. we have great microbrewries, amazing ciders and great gins! lmk when you do &amp; i'll relentlessy stalk and write about it ;)",0.953,0.0,0.0,0.0,1.0,yes great microbrewries amazing ciders great gins lmk and i will relentlessy stalk write,,1
4291,2017-10-30,00:26:47,VCTTrucks,@united great communication on 3 hr delay flight 1456 IAD -&gt;LAS. Thanks! Keep up the great work.,0.8777,0.0,0.0,0.0,1.0,great communication hr delay flight iad las thanks keep great work,,3
4310,2017-10-30,00:16:09,JohnLonce,@sebastianbach @united That’s a great book.  One of the best rock autobios I’ve read.,0.8519,0.0,0.0,0.0,1.0,thats great book one best rock autobios i have read,,2
4313,2017-10-30,00:14:27,JacobWAAnderson,"@NotAtAllUnited @united Thanks, man. Hopefully this all works out. :)",0.8225,0.0,0.0,0.0,1.0,thanks man hopefully works,,1
4331,2017-10-30,00:05:54,julielerman,"@united website says ""upgrade confirmed"" but shows no seat assignment for me at all. Makes me super nervous. Thanks for any help",0.8519,0.0,0.0,0.0,1.0,website says upgrade confirmed shows seat assignment makes super nervous thanks help,,0
4339,2017-10-30,00:04:47,NotAtAllUnited,"@JacobWAAnderson @united that's a flight operated by Virgin America that's sched to depart PDX 6:12p, gets into SFO at 7:37p.  however it shakes out, good luck man",0.7096,0.0,0.0,0.0,1.0,thats flight operated virgin america thats sched depart pdx gets sfo however shakes good luck man,,0
4340,2017-10-30,00:04:10,joebuckeye1980,@united trying to convince the family trip of 7 to use your airline. Please help?,0.7184,0.0,0.0,0.0,1.0,trying convince family trip use airline please help,,0
