,Date,time,handle,tweet,compound,American,Delta,Southwest,United,tweets_clean1,hashtags,cluster_num
12398,2017-11-02,00:17:59,em2wice,Strangers on a Plane: @Delta Passengers Arrested for Mid-Flight Tryst,-0.4767,0.0,1.0,0.0,0.0,strangers plane passengers arrested midflight tryst,,3
12408,2017-11-02,00:06:15,jneely123456789,@Delta This is unacceptable and we expect to be compensated. Look forward to hearing from you.,-0.4588,0.0,1.0,0.0,0.0,unacceptable expect compensated look forward hearing,,2
12415,2017-11-02,00:02:26,esummas,@delta i can't believe you guys get away with this shit,-0.6428,0.0,1.0,0.0,0.0,can not believe guys get away shit,,3
12421,2017-11-01,23:57:02,jneely123456789,@Delta Your complaints service on your website is ineffective.I have made the same complaint three times since April and have not heard back,-0.5994,0.0,1.0,0.0,0.0,complaints service website ineffectivei made complaint three times since april heard back,,4
12429,2017-11-01,23:49:17,BenWalcker,@Delta Hi delta team! I am stuck in Minnesota trying to get to Cincinnati and am most likely going to miss a meeting...,-0.4389,0.0,1.0,0.0,0.0,hi dea team stuck minnesota trying get cincinnati likely going miss meeting,,3
12431,2017-11-01,23:48:55,PaidBefore,@Delta Your online reservation system is down!   It won't accept dates even when entered using your own calendar option!!!!,-0.5191,0.0,1.0,0.0,0.0,online reservation system will not accept dates even entered using calendar option,,1
12434,2017-11-01,23:47:28,XOdannielle_,@ashley_miranda1 @Delta Bitch what,-0.5859,0.0,1.0,0.0,0.0,bitch,,3
12435,2017-11-01,23:47:19,acommonguy,@Delta returned my missing luggage 9 days after arrival. Bag sitting at MEX for 5 days. Many items missing. This was plain ol’ theft. #delta,-0.5267,0.0,1.0,0.0,0.0,returned missing luggage days arrival bag sitting mex days many items missing plain ol theftea,,3
12451,2017-11-01,23:36:47,Sakjia2,". @delta i called 4 hours ago! And no ""call back"" i'm gonna miss my flight!!!!!!!",-0.6083,0.0,1.0,0.0,0.0,called hours ago call back i am gonna miss flight,,0
12469,2017-11-01,23:18:48,katmintz,@Delta the suites are nice but being locked in because the door won’t open is a bummer especially since the call button is missing,-0.6486,0.0,1.0,0.0,0.0,suites nice locked door will not open bummer especially since call button missing,,3
12510,2017-11-01,22:28:33,dan_lorentz,"@Delta And we got to #2 for takeoff and got turned around due to generator problem.  World class TPM, @delta!!  Now 7:30 PM for a 4:30 flight.",-0.508,0.0,1.0,0.0,0.0,got #2 takeoff got turned around due generator problem world class tpm pm flight,['#2'],1
12515,2017-11-01,22:23:02,chsealey,Not just one but TWO cats behind me on my @delta flight. I’m allergic. This is crazy. Cats are not service animals.,-0.7096,0.0,1.0,0.0,0.0,one two cats behind flight i am allergic crazy cats service animals,,4
12520,2017-11-01,22:14:00,JanetMarieDavis,"Dear @Delta 7 hr delay in LIT and missing connections, we're now delayed in ATL due to ""maintenance issue"". #thankyounever",-0.4215,0.0,1.0,0.0,0.0,dear hr delay lit missing connections delayed atl due maintenance issue #thankyounever,['#thankyounever'],0
12524,2017-11-01,22:00:05,ceeledford,@Delta you have changed my fight for the third time and the new times are not acceptable. Please let me know how to amend,-0.673,0.0,1.0,0.0,0.0,changed fight third time new times acceptable please let know amend,,1
12532,2017-11-01,21:54:26,adalepatton,@Delta been trying to change flight through the website and keep getting error.,-0.4019,0.0,1.0,0.0,0.0,trying change flight website keep getting error,,1
12534,2017-11-01,21:53:28,ScottInDetroit,@Delta 2462 First Class. Be embarrassed by the buffalo chicken salad. Wanted to switch - and I’m told you’re all out??? #Ridiculous,-0.466,0.0,1.0,0.0,0.0,first class embarrassed buffalo chicken salad wanted switch i am told you are #ridiculous,['#ridiculous'],1
12544,2017-11-01,21:44:57,lolfuckyourself,yo @Delta fuck u never flying with u again u made me cry,-0.765,0.0,1.0,0.0,0.0,yo fuck never flying made cry,,2
12564,2017-11-01,21:28:28,serenejourneys1,@Delta was denied lounge access at AMS Skylounge #52 with AMEX platinum @AmericanExpress I was informed Amex card not accepted.,-0.5739,0.0,1.0,0.0,0.0,denied lounge access ams skylounge #52 amex platinum informed amex card accepted,['#52'],1
12580,2017-11-01,21:19:39,_LindseyNadeau,@Delta why isnt gate checking my bag an option when your overhead bins run out of space? Have you been to IAD’s baggage claim? It’s terrible,-0.5362,0.0,1.0,0.0,0.0,is not gate checking bag option overhead bins run space iads baggage claim terrible,,3
12581,2017-11-01,21:19:20,dan_lorentz,@Delta I'd bet a million sky miles that one isn't happening either.  We will get our fourth planned departure shortly.  Why not be honest?,-0.4023,0.0,1.0,0.0,0.0,i would bet million sky miles one is not happening either get fourth planned departure shortly honest,,1
12587,2017-11-01,21:14:12,joshthestorm,"@Delta I did not because our flight was delayed by 6 hours due to mechanical issues and instead of getting home at 11pm, we got home at 5:00am. Needless to say, I was not capable of waiting in line after that disaster. Can I still file a claim?",-0.8011,0.0,1.0,0.0,0.0,flight delayed hours due mechanical issues instead getting home got home needless say capable waiting line disaster still file claim,,0
12642,2017-11-01,20:40:33,KiwiChief,"@Delta I know it’s snowing at MSP, but it wouldn’t kill the flight crew to keep us informed abt delay on DL3438 - 35 mins &amp; counting.",-0.8885,0.0,1.0,0.0,0.0,know snowing msp would not kill flight crew keep us informed abt delay dl3438 minutes and counting,,3
12644,2017-11-01,20:39:07,kravipati,@Delta Disappointed with how delta had my flight delays and had me in airport for nearly 10hrs.,-0.4767,0.0,1.0,0.0,0.0,disappointed dea flight delays airport nearly,,2
12653,2017-11-01,20:30:09,pamarama,"app issues, 2 customer service hangups, no response to twitter PM, &amp; repetitive LOUD overhead announcement ads- @Delta is stomping my nerves",-0.5574,0.0,1.0,0.0,0.0,app issues customer service hangups response twitter pm and repetitive loud overhead announcement ads stomping nerves,,4
12654,2017-11-01,20:29:57,8god__,@Delta why did I book an aisle seat but I had 2 middle seats to both my destinations. That was the most miserable flight ever. Never again!,-0.7211,0.0,1.0,0.0,0.0,book aisle seat middle seats destinations miserable flight ever never,,1
12677,2017-11-01,20:10:12,christiegrrrl,@Delta NO! that is downgrade! Now I am in the back of the plane! No plugs!Only thing better than row 19 is 18 or C+ 2-seats together near window.,-0.5269,0.0,1.0,0.0,0.0,downgrade back plane plugsonly thing better row together near window,,3
12692,2017-11-01,19:46:01,christiegrrrl,"@Delta middle seat is worse than limited recline! flight is full now! I think Im a medallion who just got screwed over, that's all. Seems so unfair",-0.9149,0.0,1.0,0.0,0.0,middle seat worse limited recline flight full think i am medallion got screwed thats seems unfair,,1
12695,2017-11-01,19:43:22,lordfortoroy,@ATLairport @Delta hi all. I flew in the DL469 from NYC to ATL and my British passport is now missing. Can I contact lost and found?,-0.5423,0.0,1.0,0.0,0.0,hi flew dl469 nyc atl british passport missing contact lost found,,3
12697,2017-11-01,19:42:35,letetiadj,@Delta I am sending in written report with more details &amp; you’ll hear from others. TAKE THAT RACIST FLIGHT ATTENDANT OUT OF SERVICE IMMEDIATELY!!,-0.7443,0.0,1.0,0.0,0.0,sending written report details and you will hear others take racist flight attendant service immediately,,4
12698,2017-11-01,19:42:31,christiegrrrl,"@Delta Sorry! I don't mean to be a pain, limited recline is a downgrade and non-preferred middle seat is a bigger downgrade. Flight is full though",-0.6996,0.0,1.0,0.0,0.0,sorry do not mean pain limited recline downgrade nonpreferred middle seat bigger downgrade flight full though,,1
12699,2017-11-01,19:41:06,letetiadj,@Delta Upset by what we witnessed and some have video. Including her lying about what her name was. I DEMAND SOME ACTION IS TAKEN IMMEDIATELY!,-0.8188,0.0,1.0,0.0,0.0,upset witnessed video including lying name demand action taken immediately,,1
12700,2017-11-01,19:41:02,carlen_self,"I defend, I recommend but today I’m fired up mad at you @Delta. Never, ever have I been demoted down from Comfort.",-0.7351,0.0,1.0,0.0,0.0,defend recommend today i am fired mad never ever demoted comfort,,1
12707,2017-11-01,19:38:06,kevinaom,@Delta anyway you can tell me whether flight 5361 is ever going to leave?  I can rent a car if necessary but no one can and answer,-0.4404,0.0,1.0,0.0,0.0,anyway tell whether flight ever going leave rent car necessary one answer,,3
12710,2017-11-01,19:36:30,letetiadj,"@Delta Should’ve known to move, but she asked for volunteers and got volunteers! Delayed our flight for her racist crap bc she insisted she not",-0.9108,0.0,1.0,0.0,0.0,should have known move asked volunteers got volunteers delayed flight racist crap bc insisted,,0
12713,2017-11-01,19:35:17,letetiadj,"@Delta FA said young lady was Non-Rev employee, but she had no idea what FA talking about. Turns out her Dad, not her, work 4 airline, FA said she",-0.4215,0.0,1.0,0.0,0.0,fa said young lady nonrev employee idea fa talking turns dad work airline fa said,,2
12716,2017-11-01,19:33:48,letetiadj,"@Delta &amp; forth, she gave me her name &amp; left the plane. FA gave me a fake name I learned upon arrival at DHN, told them we were delayed 4 dup seats",-0.6124,0.0,1.0,0.0,0.0,and forth gave name and left plane fa gave fake name learned upon arrival dhn told delayed dup seats,,0
12717,2017-11-01,19:33:23,_oxygenJF,@Delta trying to change my seat on my flight through the app and it gives me an error every time for no reason,-0.5994,0.0,1.0,0.0,0.0,trying change seat flight app gives error every time reason,,1
12718,2017-11-01,19:31:58,letetiadj,"@Delta Proceeds to lie to red coat. That’s when I got up to intervene. Told red coat FA was lying, young lady said nothing, after some back",-0.5267,0.0,1.0,0.0,0.0,proceeds lie red coat thats got intervene told red coat fa lying young lady said nothing back,,2
12720,2017-11-01,19:30:53,kevinaom,"@Delta  confusion on flight 3561 to Chattanooga. Inbound, then no inbound, then a new inbound. Customers r getting angry.  Vry dissapointing",-0.7717,0.0,1.0,0.0,0.0,confusion flight chattanooga inbound inbound new inbound customers getting angry vry dissapointing,,3
12727,2017-11-01,19:28:36,caseywh4,@Delta why do I have to write a letter and mail it to a PO box to request a refund to the Virgin Islands for a trip I can’t take #IRMA,-0.6523,0.0,1.0,0.0,0.0,write letter mail po box request refund virgin islands trip can not take #irma,['#irma'],1
12730,2017-11-01,19:26:49,christiegrrrl,"@Delta 2 things were MOST important to me, NO sitting next to anybody else but my traveling companion and No limited recline seats",-0.6374,0.0,1.0,0.0,0.0,things important sitting next anybody else traveling companion limited recline seats,,1
12733,2017-11-01,19:24:03,letetiadj,"@Delta Just off DL5429. Racist FA on flight, need to be taken out of service. Just tried to get Black girl removed from flight for no reason",-0.7351,0.0,1.0,0.0,0.0,dl5429 racist fa flight need taken service tried get black girl removed flight reason,,4
12763,2017-11-01,18:52:44,ElizaRenae,"@Delta, my bag was severely damaged. What can be done to fix this?",-0.7096,0.0,1.0,0.0,0.0,bag severely damaged done fix,,3
12764,2017-11-01,18:51:25,parvenbd,@airwayslive @Delta Stop All Fossil Fuels!Yes to Renewables!,-0.4184,0.0,1.0,0.0,0.0,stop fossil fuelsyes renewables,,1
12775,2017-11-01,18:42:17,bandit_beltway,Why @delta pilot not divert flight after lewd act? NOT A FLIGHT THREAT!  #realDonaldTrump's #MAGA promise is working! #FoxNews #CNN Sad!,-0.7788,0.0,1.0,0.0,0.0,pilot divert flight lewd act flight threat aldonaldtrumps #maga promise working #foxnews #cnn sad,"['#maga', '#foxnews', '#cnn']",3
12779,2017-11-01,18:39:51,joshthestorm,Trying out some new bags since @Delta broke both of ours on the last flight and damaged my amp inside  @SamsoniteUSA @delseyofficial,-0.6908,0.0,1.0,0.0,0.0,trying new bags since broke last flight damaged and inside,,1
12781,2017-11-01,18:39:20,parvenbd,"@airwayslive @Delta . Air Pollution in BD Kills about 15000 People, losses $ 200-800 million eachyear &amp;also may states that at peak hours",-0.7351,0.0,1.0,0.0,0.0,air pollution bd kills people losses million eachyear andalso may states peak hours,,0
12782,2017-11-01,18:38:42,jennifermundt76,@Delta @RDU your baggage drop line has doubled - hasn’t moved - in 20 minutes while 1 employee has been assisting 1 family. Unacceptable.,-0.6249,0.0,1.0,0.0,0.0,baggage drop line doubled has not moved minutes employee assisting family unacceptable,,3
12787,2017-11-01,18:34:43,acommonguy,@Delta I’m absolute appalled at the incompetence of MEX staff. They have had my missing luggage since Friday and still not received it.,-0.8176,0.0,1.0,0.0,0.0,i am absolute appalled incompetence mex staff missing luggage since friday still received,,3
12805,2017-11-01,18:18:31,TimothyChippARN,@ckanal @BuffaloSabres @Delta I asked for it and can’t attend when ya do it. Ugh. Bad scheduling on my part.,-0.743,0.0,1.0,0.0,0.0,asked can not attend ya ugh bad scheduling part,,2
12813,2017-11-01,18:12:35,kathyorozco25,Just hung up with @Delta supervisor Michelle who was EXTREMELY RUDE! They don’t know how to do anything #DoNotFlyDelta #WorstCustomerService,-0.7228,0.0,1.0,0.0,0.0,hung supervisor michelle extremely rude do not know anythingonotflydea #worstcustomerservice,['#worstcustomerservice'],3
12820,2017-11-01,18:06:52,edmart00,So disappointed with the  pricing out of #@sju. You are killing us. No availability or $600+ one way. @AmericanAir @JetBlue @SouthwestAir @Delta,-0.8748,1.0,1.0,1.0,0.0,disappointed pricing #sju killing us availability one way,['#sju'],2
12826,2017-11-01,18:00:36,DurvaRathi,@Delta But i remember i left it in the flight. i filled in the form. but no information on it.,-0.4215,0.0,1.0,0.0,0.0,remember left flight filled form information,,3
12838,2017-11-01,17:52:53,parvenbd,"@airwayslive @Delta of the country( Bangladesh), which also have higher concentrations of the poor. The poor and the socially most vulnerable e.",-0.8122,0.0,1.0,0.0,0.0,country bangladesh also higher concentrations poor poor socially vulnerable,,4
12840,2017-11-01,17:52:27,Eighty8MPH,@KeithWilliams @Delta Very odd it would be empty.,-0.5256,0.0,1.0,0.0,0.0,odd would empty,,2
12849,2017-11-01,17:48:49,RastaFlock_Baby,@Lakers @Delta People Say Its FIRE But I Want Your Opinion!,-0.481,0.0,1.0,0.0,0.0,people say fire want opinion,,1
12850,2017-11-01,17:48:46,parvenbd,"@airwayslive @Delta threatening to change the climate and temperature ofwhole Earth. Others are depleting ozone layer,",-0.5267,0.0,1.0,0.0,0.0,threatening change climate temperature ofwhole earth others depleting ozone layer,,1
12861,2017-11-01,17:36:05,briandyches,@Delta #A321 row 12 config In so-called #comfort+ NO Window. Really??? Horrible layout for a premium ticket. isn’t it about #CX these days?  Total miss!,-0.8617,0.0,1.0,0.0,0.0,#a321 row config socalled #comfort window really horrible layout premium ticket is not #cx days total miss,"['#a321', '#comfort', '#cx']",1
12863,2017-11-01,17:34:07,jaaronbree,@SouthwestAir 1st time I've flown SWA in yrs &amp; my flight get cancelled a minute b4 boarding @Delta sorry I cheated IU,-0.6808,0.0,1.0,1.0,0.0,time i have flown swa yrs and flight get cancelled minute b4 boarding sorry cheated iu,,1
12865,2017-11-01,17:32:42,Sean_M_Doherty,Hey @delta fix your stupid online site! Asking me for 'a correct billing address' which hasn't changed in 12 years!,-0.6103,0.0,1.0,0.0,0.0,hey fix stupid online site asking correct billing address has not changed years,,1
12868,2017-11-01,17:31:40,DrFranken,@Delta and I paid extra for that torture. And no video screen and unusable tray table (I am too tall for in armrest trays) and a narrower seat. ️,-0.7269,0.0,1.0,0.0,0.0,paid extra torture video screen unusable tray table tall armrest trays narrower seat,,1
12882,2017-11-01,17:23:08,JepBurton,So @Delta sucks. Gold with @airfrance. Can’t change reservations for next week. Without loosing $200 in “administration” fees.,-0.4173,0.0,1.0,0.0,0.0,sucks gold can not change reservations next week without loosing administration fees,,1
12893,2017-11-01,17:17:47,tlo2426,@Delta So if the trip is booked by a platinum medallion we both should've been upgraded 5 days prior. Never had a problem before,-0.4019,0.0,1.0,0.0,0.0,trip booked platinum medallion should have upgraded days prior never problem,,1
12894,2017-11-01,17:17:47,DrFranken,"@delta B57 18E worst plus seat ever. No bin underseat or seat back space! Can't straight legs, recline no read  light toes are frostbitten!",-0.8674,0.0,1.0,0.0,0.0,b57 worst plus seat ever bin underseat seat back space can not straight legs recline read light toes frostbitten,,1
12897,2017-11-01,17:15:50,laurenbearance,"@Delta Hi! Yes, we are rebooked, sitting separately, downgraded from business class, and lost $$ for missing a trip day. Really disappointed @delta",-0.6689,0.0,1.0,0.0,0.0,hi yes rebooked sitting separately downgraded business class lost missing trip day really disappointed,,1
12902,2017-11-01,17:09:10,MrBFett,@Delta just had a rude customer service rep experience on phone while trying to get to the bottom of an issue. Really bad experience,-0.7778,0.0,1.0,0.0,0.0,rude customer service representative experience phone trying get bottom issue really bad experience,,4
12914,2017-11-01,17:02:15,Reneehortonphd,"@Delta I was reminded today why I don't fly you. Gate change, late fly, no notification, missed meetings. Sorry they booked me to fly with u",-0.5719,0.0,1.0,0.0,0.0,reminded today do not fly gate change late fly notification missed meetings sorry booked fly,,1
12915,2017-11-01,17:01:11,parvenbd,@airwayslive @Delta Condemn against such repeated heinous acts  &amp; Condolence to the Victim Family members!,-0.6114,0.0,1.0,0.0,0.0,condemn repeated heinous acts and condolence victim family members,,3
12932,2017-11-01,16:51:57,fmaldonado09,@Delta Of course because is in the flight I had the problem,-0.4019,0.0,1.0,0.0,0.0,course flight problem,,1
12939,2017-11-01,16:46:57,parvenbd,"@airwayslive @Delta for their terorism,power competition act, whole Muslim suffer",-0.5423,0.0,1.0,0.0,0.0,terorismpower competition act whole muslim suffer,,3
12940,2017-11-01,16:46:16,parvenbd,@airwayslive @Delta these two countries worldwide terrorism spends!,-0.7088,0.0,1.0,0.0,0.0,two countries worldwide terrorism spends,,2
12943,2017-11-01,16:44:06,parvenbd,@airwayslive @Delta attacked these countries!,-0.5093,0.0,1.0,0.0,0.0,attacked countries,,2
12946,2017-11-01,16:42:55,parvenbd,"@airwayslive @Delta Italy Bio Refinery,instantly attacked Italy   !next",-0.5093,0.0,1.0,0.0,0.0,italy bio refineryinstantly attacked italy next,,2
12955,2017-11-01,16:38:35,DivineIVY9,My @Delta customer service rep at the airport was so rude today. Smh,-0.7528,0.0,1.0,0.0,0.0,customer service representative airport rude today shaking my head,,4
12960,2017-11-01,16:35:30,parvenbd,@airwayslive @Delta I read first Terrorist Profile thats why i was waiting!,-0.7177,0.0,1.0,0.0,0.0,read first terrorist profile thats waiting,,2
12965,2017-11-01,16:30:54,parvenbd,"@airwayslive @Delta Five Argentinians and a Belgian woman among eight dead after vehicle was driven on to bike path in lower Manhattan, injuring 11 more !",-0.7777,0.0,1.0,0.0,0.0,five argentinians belgian woman among eight dead vehicle driven bike path lower manhattan injuring,,3
12972,2017-11-01,16:26:33,parvenbd,"@airwayslive @Delta the attack for a number of weeks, police officials said today",-0.4215,0.0,1.0,0.0,0.0,attack number weeks police officials said today,,1
12973,2017-11-01,16:26:24,parvenbd,"@airwayslive @Delta then i saw again,The man accused of plowing into people on a lower Manhattan bike path Tuesday had apparently been planning",-0.5267,0.0,1.0,0.0,0.0,saw againthe man accused plowing people lower manhattan bike path tuesday apparently planning,,3
12980,2017-11-01,16:22:50,pinksyllibus,"@Delta Any info on this? If the counter isn't open by 4:30am, I'll probably miss my flight :(",-0.5423,0.0,1.0,0.0,0.0,info counter is not open i will probably miss flight,,3
12984,2017-11-01,16:21:02,parvenbd,"@airwayslive @Delta here one son killed they thought, mom,dad near to be mad",-0.8271,0.0,1.0,0.0,0.0,one son killed thought momdad near mad,,1
12987,2017-11-01,16:19:33,parvenbd,@airwayslive @Delta next he was in Police custody no money to get his resident nd his parents thought death',-0.7269,0.0,1.0,0.0,0.0,next police custody money get resident nd parents thought death,,3
12991,2017-11-01,16:16:54,parvenbd,@airwayslive @Delta She &amp; Her Family was crying &amp; knocked me,-0.4767,0.0,1.0,0.0,0.0,and family crying and knocked,,3
12996,2017-11-01,16:12:58,kevtavius,@Delta 560 GRB to MSP.  delayed 30 mins sitting.  Missed connection.  All other flights are oversold and asking for volunteers.  Pfff.  #shady,-0.4767,0.0,1.0,0.0,0.0,grb msp delayed minutes sitting missed connection flights oversold asking volunteers pfff #shady,['#shady'],0
13016,2017-11-01,16:04:19,MikeIsler,@AirlineFlyer @BalchJamesBalch @ZachHonig @Delta That's a damn shame. Does United do Ch9 ATC Audio any more either?,-0.4588,0.0,1.0,0.0,0.0,thats damn shame united ch9 atc audio either,,2
13018,2017-11-01,16:03:46,DurvaRathi,"@Delta I lost my phone on Flight from paris to Minneapolis on 21st October, economy class. i raised a ticket 1334713. no response. seat 54F",-0.5423,0.0,1.0,0.0,0.0,lost phone flight paris minneapolis october economy class raised ticket response seat,,1
13027,2017-11-01,15:58:36,sam_turnerLFC,"@NTXabi @Delta Viagogo are just as bad, sooo scummy",-0.5423,0.0,1.0,0.0,0.0,viagogo bad sooo scummy,,2
13042,2017-11-01,15:47:45,MyTweetsTrash,@MylessLive @Delta ill take this..,-0.4215,0.0,1.0,0.0,0.0,i will take,,2
13053,2017-11-01,15:33:27,neilberg,"@Delta You need to tell customers when you change their flights. Via travel agency, at check-in, and when they call. All 3 failed me!",-0.5562,0.0,1.0,0.0,0.0,need tell customers change flights travel agency checkin call failed,,1
13059,2017-11-01,15:27:09,vivian_louviere,@Delta do you have a discount for broke college students going home for Christmas or am I not gonna afford textbooks next semester?,-0.4215,0.0,1.0,0.0,0.0,discount broke college students going home christmas gonna afford textbooks next semester,,3
13066,2017-11-01,15:15:24,abyrnlink,"@Delta Red Coat @ DCA gate 19,flt 2428;politely asked for wait list status(brd not shwng), she was RUDE &amp;refused to answer",-0.5766,0.0,1.0,0.0,0.0,red coat dca gate asked wait list statusbrd shwng rude andrefused answer,,3
13079,2017-11-01,15:01:28,BROOKLYNNlGHT,@Delta Complain about delta. I will be making a formal complaint,-0.5719,0.0,1.0,0.0,0.0,complain dea making formal complaint,,3
13080,2017-11-01,15:00:59,BROOKLYNNlGHT,@Delta Couldn't even sit together. We booked these flights over 6 months ago. I am so upset and outraged. I now see why people in the US always,-0.7981,0.0,1.0,0.0,0.0,could not even sit together booked flights months ago upset outraged see people us always,,1
13081,2017-11-01,15:00:01,BROOKLYNNlGHT,@Delta Made to wait until 10 mins before departure until we knew that we even had tickets. This was disgustingly stressful and my partner &amp; I,-0.802,0.0,1.0,0.0,0.0,made wait minutes departure knew even tickets disgustingly stressful partner and,,3
13083,2017-11-01,14:58:05,BROOKLYNNlGHT,@Delta is the most disgusting and unprofessional airline I have ever flown with. I just arrived over 2 hours early for my flight &amp; we were,-0.8051,0.0,1.0,0.0,0.0,disgusting unprofessional airline ever flown arrived hours early flight and,,0
13088,2017-11-01,14:48:18,neilberg,"@delta Flight changed 9am -&gt; 7am. Failure at online and call-in check-in the night before. ""Check in at the desk"" they said.",-0.5106,0.0,1.0,0.0,0.0,flight changed failure online callin checkin night check desk said,,1
13089,2017-11-01,14:47:03,ImRosemaryMarie,@Delta extremely pissed off about this when your crew should make sure people put laptops under their seat.,-0.4927,0.0,1.0,0.0,0.0,extremely pissed crew make sure people put laptops seat,,1
13111,2017-11-01,14:32:23,minnesue,@Delta  25 to depart 3505 no aircraft no delay posted. Who you kidding ? No announce in gate about no a/c. Poor communication,-0.8957,0.0,1.0,0.0,0.0,depart aircraft delay posted kidding announce gate ac poor communication,,3
13123,2017-11-01,14:15:20,minnesue,@Delta no airplane to board 2 minutes no announcement. Why????? 3505 MSP -DAY,-0.6553,0.0,1.0,0.0,0.0,airplane board minutes announcement msp day,,3
13124,2017-11-01,14:14:48,kevtavius,#Delta sucks no refund for missed flight due to “tower traffic”.  Funny.  Pilot said it was de-icing.  That never happened.  @Delta,-0.4588,0.0,1.0,0.0,0.0,ea sucks refund missed flight due tower traffic funny pilot said deicing never happened,,3
13137,2017-11-01,14:02:28,bethesdabeth,@SchadenJake @Delta Welcome to the Rockies. Worst turbulence for me was Las Vegas&gt;Denver. Knew it was bad when pilot said worst turbulence he had in 30 years.,-0.8658,0.0,1.0,0.0,0.0,welcome rockies worst turbulence las vegasdenver knew bad pilot said worst turbulence years,,2
13138,2017-11-01,14:02:26,RylanderBrander,@Delta then coffee maker on the plane was broken. Instead of arriving at 6PM Halloween I got in at 8PM. All because of your labor shortage,-0.6249,0.0,1.0,0.0,0.0,coffee maker plane broken instead arriving halloween got labor shortage,,3
13169,2017-11-01,13:25:47,andhanni,@Delta @Gogo Thanks... Will call when once we land as @gogo's internet service is almost as bad as the guy in front of me keep knocking my laptop.,-0.4976,0.0,1.0,0.0,0.0,thanks call land internet service almost bad guy front keep knocking laptop,,2
13176,2017-11-01,13:16:49,Sanny__x,ALL THIS PUSSYCLAAT RING AROUND FI GET BACK MI RASS MONEY. ALL NASTY @DELTA FI GET CUSS TO,-0.5574,0.0,1.0,0.0,0.0,pussyclaat ring around fi get back mi rass money nasty fi get cuss,,3
13178,2017-11-01,13:16:16,andhanni,@gogo you service on my @delta flight to DFW from ATL really suck this morning. Why do I pay for monthly service?,-0.5563,0.0,1.0,0.0,0.0,service flight dfw atl really suck morning pay monthly service,,4
13180,2017-11-01,13:15:27,andhanni,"@Delta really hating today. @TSA was terrible in the @ATLairport, now @Gogo is dog slow on my flight. #badexperience. 10 min to write this.",-0.7713,0.0,1.0,0.0,0.0,really hating today terrible dog slow flight #badexperience min write,['#badexperience'],3
13196,2017-11-01,12:49:03,jonathansearle,@Delta No worries the desk has us rebooked,-0.6124,0.0,1.0,0.0,0.0,worries desk us rebooked,,1
13207,2017-11-01,12:37:55,VinoDino1,@Delta Please understand: I'm a huge #fan of @Delta and always fly even when inconvenient. Just horribly disappointed by service today.,-0.6486,0.0,1.0,0.0,0.0,please understand i am huge #fan always fly even inconvenient horribly disappointed service today,['#fan'],4
13208,2017-11-01,12:35:53,VinoDino1,@Delta Totally understood-didn't expect that. Precheck took 45 minutes and walk to gate another 20. Questioning horrendous treatment of passengers,-0.6369,0.0,1.0,0.0,0.0,totally understooddidnt expect precheck took minutes walk gate another questioning horrendous treat the momentent passengers,,3
13213,2017-11-01,12:32:16,DenaNCook,@DELTA you are THE WORST at checking in people at Portland airport!  You need to look at Alaska for bag check. Seriously. Get it together!!!,-0.8272,0.0,1.0,0.0,0.0,worst checking people portland airport need look alaska bag check seriously get together,,2
13214,2017-11-01,12:30:57,VinoDino1,@Delta 3 passengers left at gate all being yelled at because we're confused as to why agents are yelling at us for questioning early departure,-0.4019,0.0,1.0,0.0,0.0,passengers left gate yelled confused agents yelling us questioning early departure,,3
13220,2017-11-01,12:28:11,djskeez313,"This piece of shit corny dude wont let me have my window seat, I'm coming straight from work, he says he's locked and loaded, gross @Delta",-0.7003,0.0,1.0,0.0,0.0,piece shit corny dude will not let window seat i am coming straight work says he is locked loaded gross,,1
13222,2017-11-01,12:23:27,spdy_,"Hello my name is Dike McGee, I have a question about bofa @Delta this has been my 5th time tweeting with no response. is my name bad?",-0.6908,0.0,1.0,0.0,0.0,hello name dike mcgee question bofa time tweeting response name bad,,2
13224,2017-11-01,12:21:56,jonathansearle,@Delta afraid my many years of flying only Delta has changed! Seriously delayed flight for 2 hours for restroom and we miss our vacation!,-0.5837,0.0,1.0,0.0,0.0,afraid many years flying dea changed seriously delayed flight hours restroom miss vacation,,0
13235,2017-11-01,12:10:13,jscarfi99,@Delta smucks strike again. Maintenance worker doesn’t show up till after 8am for a 7am HPN flight. 2+ hour delay #FireCOO,-0.4215,0.0,1.0,0.0,0.0,smucks strike maintenance worker does not show till hpn flight hour delay #firecoo,['#firecoo'],3
13237,2017-11-01,12:07:18,VinoDino1,@JFKairport unsurprisingly #horrendous #service #gate49 #gate48 @Delta lying to your #platinum members at the gate is not the way to go,-0.5267,0.0,1.0,0.0,0.0,unsurprisingly #horrendous #service #gate49 #gate48 lying #platinum members gate way go,"['#horrendous', '#service', '#gate49', '#gate48', '#platinum']",4
13240,2017-11-01,11:52:00,woodbankgroup,"Hey @Delta you're planes are getting dirtier, ugh",-0.6369,0.0,1.0,0.0,0.0,hey you are planes getting dirtier ugh,,2
13258,2017-11-01,11:25:03,PboyRunner,@Delta Too late unfortunately; needed to be in GreenBay by 11am....called and spoke to reps and no options.... unfortunate that you can't,-0.765,0.0,1.0,0.0,0.0,late unfortunately needed greenbay spoke reps options unfortunate can not,,3
